lat,lng,fecha,resultado,observaciones,año
-38.018811,-57.544255,2024-03-01,Asiste Policia y Libera,Rodriguez Peña,2024
-37.95364,-57.5372696,2024-03-01,Asiste Policia y Libera,Vuelta De Obligado,2024
-38.011749,-57.5427843,2024-03-01,Asiste Policia y Libera,Las Heras,2024
-38.052827,-57.5815795,2024-03-01,Asiste Policia y Libera,Cerrito,2024
-37.963516,-57.557689,2024-03-01,Asiste Policia y Libera,Marcos Sastre,2024
-37.991243,-57.5743265,2024-03-01,Se Realiza Seguimiento del Evento,Brown Almirante,2024
-38.003574,-57.5431804,2024-03-01,Asiste Policia y Libera,Rivadavia,2024
-37.995914,-57.5583435,2024-03-01,Detencion,Moreno,2024
-37.987541,-57.5881438,2024-03-01,No Asiste,Olavarria,2024
-37.982117,-57.6101738,2024-03-01,Hallazgo Automotor,Alvarado Rudecindo,2024
-37.990442,-57.5623817,2024-03-01,Asiste Policia y Libera,Rivadavia,2024
-37.939808,-57.5458627,2024-03-01,Asiste Policia y Libera,Luis Beltran Fray,2024
-38.010088,-57.5371577,2024-03-01,No Asiste,Martin Miguel De Guemes,2024
-38.053189,-57.5725697,2024-03-01,Asiste Policia y Libera,Gutenberg Juan,2024
-38.010088,-57.5371577,2024-03-01,Asiste Policia y Libera,Martin Miguel De Guemes,2024
-38.018654,-57.6063838,2024-03-01,Asiste Policia y Libera,Rufino Inda Intendente,2024
-37.983852,-57.6022941,2024-03-01,Asiste Policia y Libera,Garay Juan De,2024
-37.999305,-57.5979268,2024-03-01,Asiste Policia y Libera,Matheu Domingo,2024
-38.025982,-57.5500601,2024-03-01,Asiste Policia y Libera,Martin Miguel De Guemes,2024
-37.987171,-57.5823898,2024-03-01,Asiste Policia y Libera,Teodoro J. Bronzini,2024
-37.997633,-57.5795038,2024-03-01,Asiste Policia y Libera,Avellaneda Nicolas,2024
-38.029913,-57.5808377,2024-03-01,Detencion,Diagonal Elpidio Gonzalez,2024
-37.981392,-57.5443845,2024-03-01,Asiste Policia y Libera,Avenida Independencia,2024
-37.981067,-57.6100177,2024-03-01,Asiste Policia y Libera,Chilabert Bis,2024
-38.009543,-57.5735691,2024-03-01,Asiste Policia y Libera,Matheu Domingo,2024
-37.991873,-57.5909153,2024-03-01,Asiste Policia y Libera,Bahia Blanca,2024
-37.979096,-57.5984115,2024-03-01,Hallazgo Automotor,Avenida Colon,2024
-38.0001,-57.54323,2024-03-01,Asiste Policia y Libera,Avenida Pedro Luro,2024
-38.01314,-57.5665124,2024-03-01,Asiste Policia y Libera,Catamarca,2024
-37.970933,-57.6144444,2024-03-01,Detencion,Belgrano,2024
-37.932353,-57.5315803,2024-03-01,Asiste Policia y Libera,Cura Brochero,2024
-38.048789,-57.5766912,2024-03-01,Se Realiza Seguimiento del Evento,Cerrito,2024
-37.99124,-57.57432,2024-03-01,Asiste Policia y Libera,Francia,2024
-37.998513,-57.546153,2024-03-01,Asiste Policia y Libera,Cordoba,2024
-38.023378,-57.5867897,2024-03-01,Asiste Policia y Libera,Guanahani,2024
-38.036407,-57.5429809,2024-03-01,Asiste Policia y Libera,Azcuenaga,2024
-38.017507,-57.5600728,2024-03-01,Asiste Policia y Libera,Manuel Quintana,2024
-37.979096,-57.5984115,2024-03-01,Asiste Policia y Libera,Arturo Alio,2024
-38.036624,-57.5823727,2024-04-01,Asiste Policia y Libera,Giacomo Matteotti,2024
-38.027851,-57.5701584,2024-04-01,Asiste Policia y Libera,Doce de 10,2024
-38.023376,-57.6069329,2024-04-01,Asiste Policia y Libera,Genova,2024
-38.017478,-57.6198932,2024-04-01,Asiste Policia y Libera,Calabria,2024
-38.02922,-57.58346,2024-04-01,Asiste Policia y Libera,Hipolito Bouchard,2024
-38.02059,-57.6035938,2024-04-01,Asiste Policia y Libera,Tripulantes Del Fournier,2024
-38.002978,-57.5923995,2024-04-01,No Asiste,Reforma Universitaria,2024
-38.028354,-57.5586371,2024-04-01,Asiste Policia y Libera,Alejandro Fleming,2024
-37.991873,-57.5909153,2024-04-01,Asiste Policia y Libera,Alvarado Rudecindo,2024
-38.020857,-57.6239556,2024-04-01,Asiste Policia y Libera,Avenida Victorio Tetamanti,2024
-37.968508,-57.6054788,2024-04-01,Asiste Policia y Libera,Brasil,2024
-38.052473,-57.5613839,2024-04-01,Asiste Policia y Libera,Eduardo G. Carasa,2024
-37.991873,-57.5909153,2024-04-01,Asiste Policia y Libera,Alvarado Rudecindo,2024
-38.02922,-57.58346,2024-04-01,Asiste Policia y Libera,Arana Y Goiri,2024
-37.99916,-57.5424627,2024-04-01,Asiste Policia y Libera,Entre Rios,2024
-38.111105,-57.6064479,2024-04-01,Hallazgo Automotor,Calle 36,2024
-38.034699,-57.5849654,2024-04-01,Asiste Policia y Libera,Juana Manso,2024
-37.987541,-57.5881438,2024-04-01,Asiste Policia y Libera,Venticinco de 05,2024
-37.991873,-57.5909153,2024-04-01,Asiste Policia y Libera,General 07 Argentino Roca,2024
-37.971686,-57.5996104,2024-04-01,Asiste Policia y Libera,Jose M. Calaza Coronel,2024
-38.012322,-57.5800793,2024-04-01,Asiste Policia y Libera,San Juan,2024
-38.039951,-57.5799177,2024-04-01,Asiste Policia y Libera,Roque Saenz Peña,2024
-37.991873,-57.5909153,2024-04-01,LPR - Se realiza seguimiento del vehiculo,Falucho,2024
-37.99124,-57.57432,2024-04-01,Asiste Policia y Libera,Francia,2024
-37.98046,-57.59103,2024-04-01,No Asiste,Gamal Abdel Nasser,2024
-38.031494,-57.5503102,2024-04-01,Asiste Policia y Libera,Mendoza,2024
-37.981645,-57.5821487,2024-04-01,Asiste Policia y Libera,Victoriano E. Montes,2024
-38.06458,-57.5658831,2024-04-01,Asiste Policia y Libera,Pescadores,2024
-37.97494,-57.60648,2024-04-01,Asiste Policia y Libera,Juan F. Czetz Coronel,2024
-37.98501,-57.58599,2024-04-01,Asiste Policia y Libera,Champagnat,2024
-38.043638,-57.5557705,2024-04-01,Asiste Policia y Libera,Rondeau,2024
-37.95795,-57.6266578,2024-04-01,Asiste Policia y Libera,Ramon Carrillo,2024
-37.952635,-57.5657246,2024-04-01,Asiste Policia y Libera,Joaquina Acevedo,2024
-37.992662,-57.5980671,2024-04-01,Asiste Policia y Libera,Primera Junta,2024
-38.052827,-57.5815795,2024-04-01,Asiste Policia y Libera,Diagonal Cesar Gascon,2024
-37.987541,-57.5881438,2024-04-01,Se Realiza Seguimiento del Evento,Esteban Gascon,2024
-38.02715,-57.5810893,2024-04-01,No Asiste,Mariano Castex,2024
-37.964103,-57.6145542,2024-04-01,Asiste Policia y Libera,Venticinco de Mayo,2024
-37.997962,-57.5542638,2024-04-01,Asiste Policia y Libera,Moreno,2024
-37.997093,-57.5491867,2024-04-01,Asiste Policia y Libera,Hipolito Yrigoyen,2024
-37.987541,-57.5881438,2024-04-01,Asiste Policia y Libera,La Pampa,2024
-37.963847,-57.6059138,2024-04-01,Asiste Policia y Libera,Balcarce,2024
-38.029913,-57.5808377,2024-04-01,Se Realiza Seguimiento del Evento,Hipolito Bouchard,2024
-38.031497,-57.5545189,2024-04-01,Asiste Policia y Libera,Pringles,2024
-37.99928,-57.55387,2024-04-01,Asiste Policia y Libera,Bolivar,2024
-38.006956,-57.5871294,2024-04-01,Se Realiza Seguimiento del Evento,Primero de Mayo,2024
-38.005719,-57.5957701,2024-04-01,Asiste Policia y Libera,Ortiz De Zarate,2024
-38.033221,-57.5799064,2024-04-01,Asiste Policia y Libera,Corrientes,2024
-37.998513,-57.546153,2024-04-01,Asiste Policia y Libera,Cordoba,2024
-37.999956,-57.5459363,2024-04-01,Asiste Policia y Libera,Juan Bautista Alberdi,2024
-37.987541,-57.5881438,2024-04-01,LPR - Se realiza seguimiento del vehiculo,Esteban Gascon,2024
-37.95795,-57.6266578,2024-04-01,Asiste Policia y Libera,Mario Abel Amaya Diputado,2024
-37.961815,-57.578702,2024-04-01,Asiste Policia y Libera,San Jose De Calasanz,2024
-38.027888,-57.57544,2024-04-01,No Asiste,Soler Miguel,2024
-37.995449,-57.5478602,2024-04-01,Asiste Policia y Libera,Nueve de Julio,2024
-37.978244,-57.5639149,2024-04-01,Asiste Policia y Libera,Avenida Juan Hector Jara,2024
-37.967634,-57.5495718,2024-04-01,Asiste Policia y Libera,Chubut,2024
-38.016949,-57.5739063,2024-04-01,Asiste Policia y Libera,Veinte de Setiembre,2024
-38.000573,-57.5649334,2024-04-01,Asiste Policia y Libera,Rawson,2024
-37.986349,-57.6143485,2024-04-01,Hallazgo Automotor,Onesimo Leguizamon,2024
-37.965546,-57.5534873,2024-04-01,Asiste Policia y Libera,Ratery Ingeniero,2024
-38.032577,-57.5876566,2024-04-01,Asiste Policia y Libera,Eduardo G. Carasa,2024
-37.995545,-57.5522649,2024-04-01,Detencion,Salta,2024
-37.978182,-57.5863716,2024-04-01,Se Realiza Seguimiento del Evento,Senador Enzo Bordabehere,2024
-37.964103,-57.6145542,2024-04-01,Asiste Policia y Libera,Ecuador,2024
-37.981067,-57.6100177,2024-04-01,Se Realiza Seguimiento del Evento,Catamarca,2024
-38.010838,-57.5533191,2024-04-01,Asiste Policia y Libera,Castelli Juan Jose,2024
-37.987541,-57.5881438,2024-05-01,Asiste Policia y Libera,Champagnat,2024
-37.96779,-57.56254,2024-05-01,Asiste Policia y Libera,Benito Juarez,2024
-37.998513,-57.546153,2024-05-01,Asiste Policia y Libera,Juan Bautista Alberdi,2024
-37.978957,-57.5715179,2024-05-01,Asiste Policia y Libera,Chile,2024
-37.991873,-57.5909153,2024-05-01,Asiste Policia y Libera,Juncal,2024
-37.990442,-57.5623817,2024-05-01,Asiste Policia y Libera,Guido Tomas,2024
-37.989619,-57.5504221,2024-05-01,Detencion,Jujuy,2024
-37.966805,-57.5774929,2024-05-01,Asiste Policia y Libera,Champagnat,2024
-37.991873,-57.5909153,2024-05-01,Hallazgo Automotor,Peru,2024
-38.035771,-57.5593685,2024-05-01,Asiste Policia y Libera,Cerrito,2024
-37.93142,-57.56141,2024-05-01,Asiste Policia y Libera,Felipe De Arana,2024
-37.99895,-57.5479,2024-05-01,Detencion,San Luis,2024
-37.987541,-57.5881438,2024-05-01,No Asiste,San Martin,2024
-38.08512,-57.5476,2024-05-01,No Asiste,Justo Santa Maria De Oro,2024
-38.00386,-57.55609,2024-05-01,No Asiste,Esteban Gascon,2024
-37.987541,-57.5881438,2024-05-01,LPR - Se realiza seguimiento del vehiculo,Esteban Gascon,2024
-37.93393,-57.55364,2024-05-01,Asiste Policia y Libera,Los Talas,2024
-37.98501,-57.58599,2024-05-01,Asiste Policia y Libera,Avenida Colon,2024
-38.012543,-57.5816004,2024-05-01,Asiste Policia y Libera,Solis,2024
-38.035406,-57.5910995,2024-05-01,Asiste Policia y Libera,General Rafael De Riego,2024
-38.003574,-57.5431804,2024-05-01,Asiste Policia y Libera,Corrientes,2024
-37.976644,-57.5964005,2024-05-01,Hallazgo Automotor,Moreno,2024
-37.85513,-57.61391,2024-05-01,Asiste Policia y Libera,El Casal,2024
-38.004872,-57.5740178,2024-05-01,Asiste Policia y Libera,Primera Junta,2024
-38.003574,-57.5431804,2024-05-01,Asiste Policia y Libera,Moreno,2024
-37.987541,-57.5881438,2024-05-01,Se Realiza Seguimiento del Evento,Olazabal Felix De,2024
-38.00193,-57.56881,2024-05-01,Asiste Policia y Libera,Castelli Juan Jose,2024
-37.95709,-57.63718,2024-05-01,Asiste Policia y Libera,Moreno,2024
-38.003471,-57.5501622,2024-05-01,Asiste Policia y Libera,Cordoba,2024
-37.987541,-57.5881438,2024-05-01,Se Realiza Seguimiento del Evento,Belgrano,2024
-38.03325,-57.54465,2024-05-01,Asiste Policia y Libera,General Juan Jose De Urquiza,2024
-38.011097,-57.592101,2024-05-01,Asiste Policia y Libera,Funes Gregorio,2024
-38.041544,-57.5482786,2024-05-01,Asiste Policia y Libera,Tomas Alva Edison,2024
-38.077284,-57.5496172,2024-05-01,Asiste Policia y Libera,Diagonal Dalmacio Velez Sarsfield,2024
-37.98614,-57.58439,2024-05-01,Asiste Policia y Libera,Juncal,2024
-37.966739,-57.5956095,2024-05-01,Asiste Policia y Libera,Jose M. Calaza Coronel,2024
-38.01603,-57.59235,2024-05-01,Hallazgo Automotor,Osvaldo Magnasco,2024
-37.923892,-57.5427289,2024-05-01,Asiste Policia y Libera,Namibia,2024
-38.008686,-57.5332108,2024-05-01,Asiste Policia y Libera,Moreno,2024
-37.987541,-57.5881438,2024-05-01,LPR - Se realiza seguimiento del vehiculo,San Martin,2024
-38.02623,-57.60144,2024-05-01,Asiste Policia y Libera,De Los Inmigrantes,2024
-38.03149,-57.55031,2024-05-01,Asiste Policia y Libera,Mendoza,2024
-37.99182,-57.56205,2024-05-01,Asiste Policia y Libera,San Martin,2024
-37.970828,-57.5874362,2024-05-01,Asiste Policia y Libera,Venezuela,2024
-37.968508,-57.6054788,2024-05-01,Detencion,San Martin,2024
-38.035406,-57.5910995,2024-05-01,Asiste Policia y Libera,Lebensohn Moises,2024
-37.99257,-57.56269,2024-05-01,Asiste Policia y Libera,Olazabal,2024
-38.00965,-57.54249,2024-05-01,Asiste Policia y Libera,Falucho,2024
-38.00965,-57.54249,2024-05-01,Asiste Policia y Libera,Falucho,2024
-38.060584,-57.5712209,2024-05-01,Detencion,Mario Bravo,2024
-38.008686,-57.5332108,2024-05-01,Asiste Policia y Libera,Alvear Carlos Maria De,2024
-38.005884,-57.5720202,2024-05-01,Asiste Policia y Libera,Rodriguez Peña,2024
-38.00127,-57.5455517,2024-05-01,Asiste Policia y Libera,Rivadavia,2024
-37.956823,-57.5801545,2024-05-01,Hallazgo Automotor,Juan Martin Zabala Monseñor,2024
-38.03178,-57.57493,2024-05-01,Detencion,Giacomo Matteotti,2024
-37.986859,-57.6061343,2024-05-01,Asiste Policia y Libera,Senador Enzo Bordabehere,2024
-37.996101,-57.5556947,2024-05-01,Asiste Policia y Libera,Salta,2024
-38.021721,-57.5796599,2024-05-01,Asiste Policia y Libera,Lisandro De La Torre,2024
-37.99517,-57.56199,2024-05-01,No Asiste,Guido Tomas,2024
-37.99542,-57.55933,2024-05-01,No Asiste,Belgrano,2024
-37.96345,-57.58872,2024-05-01,No Asiste,Termas De Rio Hondo,2024
-38.01497,-57.5650424,2024-05-01,No Asiste,Catamarca,2024
-38.01257,-57.56312,2024-05-01,No Asiste,Saavedra Cornelio,2024
-37.99228,-57.57227,2024-05-01,No Asiste,Avenida Colon,2024
-38.05394,-57.58501,2024-05-01,Asiste Policia y Libera,Calle 67,2024
-37.99159,-57.55769,2024-05-01,No Asiste,Dorrego,2024
-38.0206,-57.56535,2024-05-01,No Asiste,Larrea,2024
-37.974118,-57.5943871,2024-05-01,No Asiste,Armenia,2024
-38.008369,-57.5583275,2024-05-01,No Asiste,General Juan Madariaga,2024
-38.008257,-57.5385752,2024-05-01,Asiste Policia y Libera,Alsina,2024
-37.987541,-57.5881438,2024-05-01,No Asiste,Esteban Gascon,2024
-38.04709,-57.5632,2024-05-01,No Asiste,Bosch Elisa,2024
-37.99249,-57.60501,2024-05-01,No Asiste,Manuel Quintana,2024
-38.011097,-57.592101,2024-05-01,Asiste Policia y Libera,Magallanes,2024
-38.010088,-57.5371577,2024-05-01,No Asiste,Hernandarias,2024
-37.998553,-57.5689131,2024-05-01,Detencion,Falucho,2024
-37.983852,-57.6022941,2024-05-01,Asiste Policia y Libera,Belgrano,2024
-37.987541,-57.5881438,2024-05-01,Asiste Policia y Libera,Dorrego,2024
-38.033857,-57.5661656,2024-05-01,Asiste Policia y Libera,Diagonal Elpidio Gonzalez,2024
-38.02293,-57.5658417,2024-05-01,Se Realiza Seguimiento del Evento,Cordoba,2024
-38.04948,-57.5792,2024-05-01,Asiste Policia y Libera,Willian C Morris,2024
-37.99607,-57.5512,2024-05-01,Asiste Policia y Libera,Catamarca,2024
-37.998955,-57.5479019,2024-05-01,No Asiste,San Luis,2024
-37.96489,-57.6152,2024-05-01,No Asiste,Portugal,2024
-38.03991,-57.56928,2024-05-01,No Asiste,Leonardo Rosales,2024
-37.98206,-57.55417,2024-05-01,Asiste Policia y Libera,Olazabal,2024
-37.990442,-57.5623817,2024-05-01,Asiste Policia y Libera,San Juan,2024
-38.047058,-57.5615176,2024-05-01,Asiste Policia y Libera,Tripulantes Del Fournier,2024
-37.987541,-57.5881438,2024-05-01,LPR - Se realiza seguimiento del vehiculo,Moreno,2024
-38.01497,-57.5650424,2024-05-01,LPR - Se realiza seguimiento del vehiculo,Avenida Independencia,2024
-38.001552,-57.5471858,2024-05-01,Asiste Policia y Libera,Santa Fe,2024
-38.01209,-57.5641472,2024-05-01,Asiste Policia y Libera,Saavedra Cornelio,2024
-38.01141,-57.53686,2024-05-01,Asiste Policia y Libera,Brown Almirante,2024
-37.987541,-57.5881438,2024-05-01,Se Realiza Seguimiento del Evento,Avenida Colon,2024
-38.052473,-57.5613839,2024-05-01,Asiste Policia y Libera,Eduardo G. Carasa,2024
-38.052827,-57.5815795,2024-05-01,No Asiste,Marcelo T. De Alvear,2024
-38.003225,-57.5684679,2024-05-01,Detencion,Avellaneda Nicolas,2024
-37.99255,-57.5514,2024-05-01,No Asiste,Salta,2024
-38.0206,-57.56535,2024-05-01,No Asiste,Larrea,2024
-37.99834,-57.5985,2024-05-01,No Asiste,Avenida Juan B. Justo,2024
-38.0513,-57.56993,2024-05-01,No Asiste,Don Orione,2024
-37.997762,-57.601142,2024-05-01,No Asiste,Labarden,2024
-38.02978,-57.55869,2024-05-01,No Asiste,Solis,2024
-38.02365,-57.56506,2024-05-01,No Asiste,Giacomo Matteotti,2024
-38.00293,-57.56682,2024-05-01,No Asiste,Dorrego,2024
-37.96099,-57.56267,2024-05-01,No Asiste,Olegario V Andrade,2024
-38.0007,-57.55802,2024-05-01,No Asiste,Brown Almirante,2024
-38.01255,-57.58326,2024-05-01,No Asiste,Gaboto,2024
-38.01314,-57.5665124,2024-05-01,No Asiste,Once de 09,2024
-37.99843,-57.5845,2024-05-01,No Asiste,Roca 07,2024
-38.036752,-57.5475286,2024-05-01,Asiste Policia y Libera,General Juan Jose De Urquiza,2024
-38.01497,-57.5650424,2024-05-01,Asiste Policia y Libera,Primera Junta,2024
-37.998513,-57.546153,2024-05-01,Asiste Policia y Libera,San Luis,2024
-37.998732,-57.5861177,2024-05-01,LPR - Se realiza seguimiento del vehiculo,San Lorenzo,2024
-38.029826,-57.5343855,2024-05-01,Asiste Policia y Libera,Paseo Victoria Ocampo,2024
-37.990442,-57.5623817,2024-05-01,No Asiste,La Pampa,2024
-38.00677,-57.56136,2024-05-01,Asiste Policia y Libera,Alvarado Rudecindo,2024
-38.0589,-57.54584,2024-05-01,Asiste Policia y Libera,Tripulantes Del Fournier,2024
-38.08761,-57.65311,2024-05-01,Asiste Policia y Libera,Camino Viejo A Miramar,2024
-38.045428,-57.5897238,2024-05-01,Asiste Policia y Libera,La Pampa,2024
-37.958834,-57.5934307,2024-05-01,Asiste Policia y Libera,Rio Negro,2024
-38.01668,-57.57088,2024-05-01,LPR - Se realiza seguimiento del vehiculo,Salta,2024
-38.00974,-57.5835032,2024-05-01,Asiste Policia y Libera,Herminia Brumana,2024
-37.96781,-57.6007,2024-05-01,LPR - Se realiza seguimiento del vehiculo,Tres de 02,2024
-38.06173,-57.55266,2024-05-01,LPR - Se realiza seguimiento del vehiculo,Cervantes Saavedra,2024
-37.99316,-57.56596,2024-05-01,LPR - Se realiza seguimiento del vehiculo,La Pampa,2024
-38.034314,-57.5469551,2024-05-01,Asiste Policia y Libera,General Martin Rodrigurez,2024
-37.97812,-57.58209,2024-05-01,Asiste Policia y Libera,Nueve de 07,2024
-37.94573,-57.53766,2024-05-01,Asiste Policia y Libera,Luis Beltran Fray,2024
-37.99419,-57.57964,2024-05-01,No Asiste,Rawson,2024
-37.99419,-57.57964,2024-05-01,No Asiste,Antonio Valentini,2024
-38.00763,-57.54649,2024-05-01,No Asiste,Falucho,2024
-37.99544,-57.54786,2024-05-01,LPR - Se realiza seguimiento del vehiculo,Hipolito Yrigoyen,2024
-38.0739,-57.57074,2024-05-01,LPR - Se realiza seguimiento del vehiculo,Luis Piedrabuena Comandante,2024
-38.0285,-57.58616,2024-05-01,LPR - Se realiza seguimiento del vehiculo,Gonzalez Chavez,2024
-38.0285,-57.58616,2024-05-01,No Asiste,Calle 433,2024
-38.00929,-57.55202,2024-05-01,No Asiste,Santa Fe,2024
-38.00512,-57.55147,2024-05-01,No Asiste,Falucho,2024
-38.012543,-57.5816004,2024-05-01,Asiste Policia y Libera,Solis,2024
-37.98434,-57.59696,2024-05-01,No Asiste,Estado De Israel,2024
-38.013544,-57.5568695,2024-05-01,No Asiste,Alvarado Rudecindo,2024
-37.97387,-57.5461575,2024-05-01,Asiste Policia y Libera,Derqui,2024
-37.976319,-57.590468,2024-05-01,Asiste Policia y Libera,David Ortega Presbitero,2024
-37.99749,-57.55962,2024-05-01,No Asiste,20 De Setiembre,2024
-37.9816,-57.57088,2024-05-01,No Asiste,Uruguay,2024
-38.01497,-57.5650424,2024-05-01,Hallazgo Automotor,Formosa,2024
-37.974118,-57.5943871,2024-05-01,LPR - Se realiza seguimiento del vehiculo,Gamal Abdel Nasser,2024
-38.01314,-57.5665124,2024-05-01,LPR - Se realiza seguimiento del vehiculo,Magallanes,2024
-38.00937,-57.54086,2024-05-01,Se Realiza Seguimiento del Evento,Sarmiento,2024
-38.034791,-57.5500985,2024-05-01,Se Realiza Seguimiento del Evento,Don Orione,2024
-38.02892,-57.55102,2024-05-01,Se Realiza Seguimiento del Evento,Alvear Carlos Maria De,2024
-38.00949,-57.56928,2024-05-01,No Asiste,20 De Setiembre,2024
-37.96617,-57.54107,2024-05-01,No Asiste,Catalina Daprotis,2024
-37.9675,-57.60746,2024-05-01,No Asiste,Avenida Pedro Luro,2024
-38.025547,-57.562426,2024-05-01,LPR - Se realiza seguimiento del vehiculo,Avenida Juan B. Justo,2024
-38.00459,-57.57238,2024-05-01,Asiste Policia y Libera,General 07 Argentino Roca,2024
-37.970828,-57.5874362,2024-06-01,Asiste Policia y Libera,Enrique Angelelli Monseñor,2024
-38.053047,-57.5570257,2024-06-01,Asiste Policia y Libera,Bermejo,2024
-38.01661,-57.58816,2024-06-01,Se Realiza Seguimiento del Evento,Ortiz De Zarate,2024
-38.01672,-57.59318,2024-06-01,Se Realiza Seguimiento del Evento,Osvaldo Magnasco,2024
-38.01879,-57.61643,2024-06-01,Asiste Policia y Libera,Andres Mac Gaul,2024
-37.99834,-57.57156,2024-06-01,Asiste Policia y Libera,Chaco,2024
-37.94907,-57.57712,2024-06-01,Asiste Policia y Libera,Gaspar Melchor De Jovellanos,2024
-37.941173,-57.6016822,2024-06-01,Asiste Policia y Libera,Avenida Juan Hector Jara,2024
-38.0085,-57.5401737,2024-06-01,Asiste Policia y Libera,Alsina,2024
-37.95617,-57.60531,2024-06-01,Se Realiza Seguimiento del Evento,Necochea,2024
-38.0328,-57.54993,2024-06-01,No Asiste,Martin Rodriguez,2024
-38.02012,-57.57782,2024-06-01,No Asiste,Friuli,2024
-37.974118,-57.5943871,2024-06-01,No Asiste,Tomas Manuel De Anchorena,2024
-37.96763,-57.58486,2024-06-01,No Asiste,Remedios De Escalada,2024
-38.011097,-57.592101,2024-06-01,No Asiste,Remedios De Escalada,2024
-37.97219,-57.56048,2024-06-01,No Asiste,Jose Ingenieros,2024
-38.04206,-57.58731,2024-06-01,Se Realiza Seguimiento del Evento,Mateoti,2024
-37.97921,-57.6071,2024-06-01,Se Realiza Seguimiento del Evento,Federico Rauch Coronel,2024
-38.035369,-57.5708407,2024-06-01,No Asiste,Esteban Echeverria,2024
-38.008369,-57.5583275,2024-06-01,Asiste Policia y Libera,Alvarado Rudecindo,2024
-38.004719,-57.6176658,2024-06-01,Asiste Policia y Libera,Canessa,2024
-37.999032,-57.5521837,2024-06-01,Hallazgo Automotor,Eduardo Peralta Ramos,2024
-38.08964,-57.55302,2024-06-01,Asiste Policia y Libera,Castilla Y Leon,2024
-37.99285,-57.54858,2024-06-01,Asiste Policia y Libera,Once de 09,2024
-37.956048,-57.5458781,2024-06-01,Asiste Policia y Libera,Alberti Manuel,2024
-37.98228,-57.5784575,2024-06-01,Asiste Policia y Libera,Avenida Pedro Luro,2024
-38.05662,-57.57144,2024-06-01,Asiste Policia y Libera,Jose Dutto Padre,2024
-38.005798,-57.5990888,2024-06-01,Hallazgo Automotor,Irala,2024
-37.97673,-57.56252,2024-06-01,Asiste Policia y Libera,Brandsen,2024
-38.035406,-57.5910995,2024-06-01,Asiste Policia y Libera,Las Heras,2024
-38.01049,-57.56728,2024-06-01,Asiste Policia y Libera,Jujuy,2024
-38.01255,-57.58326,2024-06-01,No Asiste,Republica De Cuba,2024
-37.99053,-57.57809,2024-06-01,Asiste Policia y Libera,Brown Almirante,2024
-37.976319,-57.590468,2024-06-01,Asiste Policia y Libera,Avenida Pedro Luro,2024
-38.00732,-57.56471,2024-06-01,No Asiste,San Lorenzo,2024
-37.998553,-57.5689131,2024-06-01,Asiste Policia y Libera,Alberti Manuel,2024
-38.06458,-57.5658831,2024-06-01,No Asiste,Mario Bravo,2024
-38.010088,-57.5371577,2024-06-01,Asiste Policia y Libera,Martin Miguel De Guemes,2024
-38.025547,-57.562426,2024-06-01,Asiste Policia y Libera,Corrientes,2024
-37.96887,-57.54248,2024-06-01,Se Realiza Seguimiento del Evento,Aragon,2024
-38.06458,-57.5658831,2024-06-01,Se Realiza Seguimiento del Evento,Benito Linch,2024
-38.00865,-57.5445,2024-06-01,Asiste Policia y Libera,Falucho,2024
-37.99285,-57.54858,2024-06-01,Asiste Policia y Libera,Catamarca,2024
-38.0189,-57.5711611,2024-06-01,Asiste Policia y Libera,Tomas Alva Edison,2024
-38.033221,-57.5799064,2024-06-01,Se Realiza Seguimiento del Evento,Leonardo Rosales,2024
-38.0085,-57.5401737,2024-06-01,Asiste Policia y Libera,Sarmiento,2024
-38.01092,-57.53785,2024-06-01,Asiste Policia y Libera,Martin Miguel De Guemes,2024
-38.03709,-57.55932,2024-06-01,Asiste Policia y Libera,Irala,2024
-38.02123,-57.55044,2024-06-01,Asiste Policia y Libera,Sarmiento,2024
-37.95466,-57.56174,2024-06-01,Se Realiza Seguimiento del Evento,Joaquin V. Gonzalez,2024
-37.992435,-57.6063614,2024-06-01,Asiste Policia y Libera,Marcelino Echegaray,2024
-37.956048,-57.5458781,2024-06-01,No Asiste,Miguel Sagastizabal,2024
-38.03834,-57.56411,2024-06-01,No Asiste,San Salvador,2024
-38.00974,-57.5835032,2024-06-01,No Asiste,Italia,2024
-38.00133,-57.58541,2024-06-01,No Asiste,Guillermo Marconi Ingeniero,2024
-38.00816,-57.54552,2024-06-01,Hallazgo Automotor,Tucuman,2024
-38.02685,-57.54373,2024-06-01,No Asiste,General Lavalle Juan,2024
-38.018043,-57.593152,2024-06-01,Se Realiza Seguimiento del Evento,Jose Luis Geronimo Camusso Intendente,2024
-37.96772,-57.57369,2024-06-01,Se Realiza Seguimiento del Evento,Mariano Acosta Gobernador,2024
-37.981485,-57.6003789,2024-06-01,Detencion,Avenida Pedro Luro,2024
-37.997893,-57.5470348,2024-06-01,Asiste Policia y Libera,Tres de 02,2024
-37.97494,-57.60648,2024-06-01,Asiste Policia y Libera,Jose M. Calaza Coronel,2024
-37.97085,-57.59471,2024-06-01,Asiste Policia y Libera,Termas De Rio Hondo,2024
-38.00338,-57.55712,2024-06-01,Hallazgo Automotor,Catamarca,2024
-38.006021,-57.5805489,2024-06-01,Asiste Policia y Libera,Matheu Domingo,2024
-37.99631,-57.57554,2024-06-01,Hallazgo Automotor,Rawson,2024
-38.005719,-57.5957701,2024-06-01,Asiste Policia y Libera,San Antonio,2024
